V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,subject,time,y
0.580547719,1.402445275,-0.207876734,0.057526516,-1.957649365,0.066338024,-0.95146024,0.620187565,-0.215233467,-0.588968985,1,33,0
0.587311995,1.710448294,-0.31992851,0.216862461,-1.754258635,0.283130798,-1.007854318,0.656444514,0.051771126,-0.356913238,1,34,1
0.521229629,1.439537988,-0.226609424,0.250163626,-1.725241802,0.136197052,-0.967487275,0.474057131,-0.096386174,-0.360642424,1,35,0
0.709879783,1.610180267,-0.082753306,0.237498504,-1.802418329,-0.075773308,-0.829264932,0.798703723,0.188246982,-0.416173727,1,36,1
0.478895361,1.455022135,-0.27302221,-0.032152821,-1.839607305,0.101294502,-1.164012275,0.369295566,0.044705607,-0.481506386,1,37,0
0.612131757,1.394864898,-0.29472507,-0.040042905,-1.674518696,-0.174541223,-1.103039589,0.788720003,0.013890962,-0.451570872,1,38,0
0.53959295,1.554413893,-0.246216385,0.071498701,-1.661008427,0.101836447,-0.992678987,0.785525328,-0.029643582,-0.222391689,1,39,1
0.40965585,1.370503532,-0.328268596,0.119956947,-1.796288748,0.208105035,-1.042017601,0.426972113,1.31197088166432e-05,-0.273066662,1,40,0
0.678865921,1.424412587,-0.129023528,0.065406331,-1.838051253,0.2354709,-1.146106317,0.607199386,0.114773776,-0.370816751,1,41,0
0.372634935,1.268082388,-0.16457621,0.028909298,-1.747916643,0.313130054,-1.122055308,0.473009398,-0.080187484,-0.557199291,1,42,0
0.678377139,1.221846893,-0.396540814,-0.106133181,-1.595824331,0.092631703,-1.051535436,0.599860555,-0.044483114,-0.48210622,1,43,0
0.865205922,1.397507273,-0.14270165,0.448000655,-1.750532899,0.028059241,-0.785623064,0.540509639,0.290913827,-0.498419375,1,44,1
0.718956741,1.356532116,-0.419914437,0.178761791,-1.811551171,0.070502221,-0.923316089,0.460317314,0.01653376,-0.399786082,1,45,0
0.658159045,1.399107136,-0.292682559,0.208373135,-1.792140336,0.068511016,-1.330679011,0.444074822,-0.006058931,-0.427925536,1,46,0
0.784921659,1.420061591,-0.029118094,0.382525032,-1.722937559,0.210660184,-1.064954807,0.675492091,0.096450471,-0.31186618,1,47,1
0.581108083,1.470061494,-0.05050946,0.033326072,-1.917784183,0.149648621,-1.062219359,0.64918172,-0.019841827,-0.572235739,1,48,0
0.605137029,1.208082193,-0.146172017,0.202375159,-1.799980378,0.223237605,-1.003768191,0.617569236,0.023434451,-0.224752886,1,49,1
0.460362575,1.410056692,-0.359102196,-0.03559489,-1.836011107,-0.203685587,-0.957002945,0.386347899,-0.109355125,-0.264123328,1,50,0
0.658325917,1.408844861,-0.198095792,0.129646267,-1.744582409,0.090354503,-1.102916992,0.370986226,-0.104659135,-0.47376027,1,51,0
0.793971895,1.253503891,-0.357605163,0.052072902,-1.813571389,0.115703988,-1.03602514,0.536858781,0.071329508,-0.334508761,1,52,0
0.764785782,1.497612087,-0.156238649,0.136571252,-1.456495019,0.271901196,-0.973020645,0.772093121,0.02532418,-0.44863172,1,53,1
0.837328258,1.57263468,-0.215451975,0.173889612,-1.736913867,0.049756919,-0.891452311,0.614055254,-0.062028357,-0.212759511,1,54,1
0.536752879,1.35340739,-0.170432195,0.262833902,-1.770405882,-0.105235004,-1.009751574,0.708077216,-0.011929045,-0.368862043,1,55,0
0.430846943,1.241292518,-0.125863722,0.061369754,-1.772988052,0.035288263,-0.830260875,0.767254864,-0.101523057,-0.351321386,1,56,0
0.563115569,1.428461085,-0.068474213,0.134762028,-1.75607656,0.123727411,-0.831422434,0.56796878,0.024393187,-0.209497324,1,57,1
0.707000041,1.400759097,-0.171344721,-0.067877223,-1.730024475,0.119326113,-1.039840837,0.603376076,-0.082338455,-0.446319717,1,58,0
0.712214957,1.505361192,0.046580649,0.185945111,-1.6531631,0.194123105,-0.995582435,0.735552363,0.122416278,-0.365004685,1,59,1
0.718324364,1.483195646,0.029972169,0.099762607,-1.607018906,0.16351376,-1.03141016,0.619877911,0.174529578,-0.448018779,1,60,1
0.801955137,1.40728555,-0.018838458,0.338275935,-1.496017959,0.258744949,-0.922382487,0.596898084,0.01520384,-0.458126448,1,61,1
0.851804082,1.511895779,-0.181310131,0.164642681,-1.787029091,-0.009759532,-1.032729571,0.647726496,-0.039179929,-0.318633026,1,62,0
0.672156749,1.450614802,-0.376018237,0.084693454,-1.637130175,0.175962262,-1.221988951,0.484239282,-0.068195085,-0.300338333,1,63,0
0.572956675,1.464703628,-0.23407744,0.044270836,-1.803118056,0.108684309,-0.979731887,0.521587055,-0.079677624,-0.436316904,1,64,0
0.725775522,1.59124247,-0.150413149,-0.003704969,-1.610245105,0.073443976,-1.071280837,0.571004851,0.145728726,-0.240440801,1,65,1
0.765673833,1.295161282,-0.291398209,0.107159524,-1.596042673,0.230061152,-0.965271255,0.733975525,-0.02501263,-0.301781102,1,66,1
0.546816014,1.167143598,-0.217160036,0.058369834,-1.817625419,0.177196227,-1.177275292,0.604159701,-0.016875657,-0.345084164,1,67,0
0.54778971,1.542627513,-0.282991089,0.025903186,-1.786014663,0.224796781,-1.220749805,0.651805915,-0.210347272,-0.352961059,1,68,0
0.499174821,1.337734692,-0.183006543,0.277088272,-1.658291206,0.1144055,-0.970623767,0.483211446,-0.044915429,-0.471744099,1,69,0
0.566050548,1.518386075,-0.263206198,0.172924905,-1.628601182,0.151174948,-1.262822387,0.430774489,-0.050588281,-0.523284729,1,70,0
0.630597852,1.526294991,-0.183187865,0.215398917,-1.573828111,0.204125185,-0.841853576,0.66024255,-0.098168248,-0.459634584,1,71,1
0.75121134,1.49173914,-0.26868952,0.148393585,-1.477194009,0.046606679,-1.102583712,0.740844813,-0.155413462,-0.494278756,1,72,0
0.571058046,1.289841749,-0.128825352,-0.178795598,-1.735123349,0.285749318,-1.027065417,0.523499973,-0.096211813,-0.466594375,1,73,0
0.795915905,1.340505358,-0.278303031,0.128595495,-1.860482441,0.010629363,-0.90586649,0.635980822,-0.024661363,-0.31010386,1,74,0
0.567330979,1.574794259,-0.288870899,-0.015560286,-1.738024417,0.098039001,-1.261479905,0.441233942,-0.330920427,-0.46432465,1,75,0
0.56661775,1.312180576,-0.12441674,0.222164942,-1.718520391,0.140714794,-1.027351973,0.59024434,-0.187888143,-0.614626638,1,76,0
0.886938595,1.590015279,-0.128602503,0.184598702,-1.506541169,0.162775529,-1.006839959,0.634653967,0.055094795,-0.140691041,1,77,1
0.406067507,1.377421175,-0.158284775,0.115105946,-1.730535268,0.083424928,-1.15504247,0.480925352,-0.124640073,-0.455826907,1,78,0
0.765087616,1.399087729,-0.161371075,0.182061888,-1.629895311,0.12015536,-1.059163113,0.36393703,0.151092395,-0.387917752,1,79,0
0.542755043,1.495991615,-0.181567171,0.292662016,-1.836923459,0.186918757,-0.96684911,0.711551691,-0.004751948,-0.320418132,1,80,1
0.58557049,1.656622448,-0.197492117,0.153828022,-1.731439792,0.119581129,-1.046710293,0.752574074,0.173291315,-0.337151024,1,81,1
0.636697476,1.331357681,-0.202201697,-0.010354422,-1.930308321,-0.061280071,-1.034634298,0.687710937,0.034049741,-0.59885657,1,82,0
0.719205547,1.569309172,-0.036890848,0.112474228,-1.45680093,0.20314533,-1.052617199,0.503019355,-0.016961994,-0.168470609,1,83,1
0.525813895,1.215118489,-0.144330024,-0.039405533,-1.646633749,-0.130547596,-1.044212749,0.615466911,-0.125227073,-0.369628907,1,84,0
0.479260155,1.373813554,-0.320572989,0.183260446,-1.812733091,-0.037537077,-1.001514744,0.45510145,-0.298333718,-0.364166292,1,85,0
0.556711042,1.475538398,-0.352864185,0.083844048,-1.704747945,0.090239239,-0.933599888,0.571119836,0.125586692,-0.358508022,1,86,1
0.500455815,1.364554305,-0.335769151,0.111505453,-1.755357602,-0.031096432,-1.201302094,0.527874081,-0.21152086,-0.495977729,1,87,0
0.618818171,1.310193731,-0.236568116,0.038269863,-1.591444456,0.042438088,-0.9169516,0.61062207,-0.145851481,-0.373097299,1,88,0
0.543359769,1.242769181,-0.337167081,-0.073044362,-1.86794752,0.094271616,-0.97933482,0.539348227,-0.012011979,-0.332787964,1,89,0
0.689368936,1.486503229,-0.215119615,0.217629029,-1.70995786,0.221011729,-0.793340113,0.650781339,0.241655747,-0.307517879,1,90,1
-0.495965486,-0.655146309,-0.671657924,0.154679821,0.037236062,0.753238339,0.783285159,-0.542978472,-0.753522171,-0.601246152,2,1,0
-0.316690157,-0.627309397,-0.663608635,0.392941225,0.140325641,0.621492444,0.918116088,-0.650834965,-0.553987764,-0.529917074,2,2,1
-0.53932953,-0.606180337,-0.552553635,0.340052994,-0.017317391,0.573368512,0.856626279,-0.88699809,-0.747735603,-0.745645434,2,3,0
-0.612238099,-0.67104523,-0.641155197,0.233724189,-0.10228552,0.503213649,0.982151357,-0.731040699,-0.60920619,-0.819720976,2,4,0
-0.490094989,-0.641885538,-0.813594905,0.270110052,-0.06621251,0.580470011,0.838901376,-0.571505605,-0.652078259,-0.697111525,2,5,0
-0.424653562,-0.487880733,-0.445100967,0.251815196,-0.117506372,0.951705782,1.013556249,-0.521428235,-0.537738351,-0.635009916,2,6,1
-0.423538062,-0.478144108,-0.741300706,0.050158633,0.154054691,0.658222834,0.931849231,-0.58188174,-0.798455231,-0.763101758,2,7,0
-0.408218699,-0.60489861,-0.721294132,0.18007676,-0.115195568,0.552689451,0.638933804,-0.702087084,-0.623606973,-0.708061229,2,8,0
-0.549858836,-0.49681773,-0.70880496,0.225797521,-0.120026977,0.692220291,1.086700836,-0.556031746,-0.861738082,-0.921013826,2,9,0
-0.562335914,-0.651275649,-0.542669841,0.186497012,-0.038103207,0.56157756,0.917091264,-0.679894515,-0.696969994,-0.525960205,2,10,0
-0.425841144,-0.667889928,-0.506021379,0.145104144,-0.109484215,0.487843007,0.902230449,-0.780116261,-0.676056277,-0.808399852,2,11,0
-0.320491693,-0.629704673,-0.671634329,0.419302194,0.215514377,0.620184865,1.022923467,-0.495840368,-0.788316722,-0.500023202,2,12,1
-0.48210668,-0.60305539,-0.662379367,0.401442841,-0.017300293,0.628585077,0.977656951,-0.70771069,-0.816511934,-0.587936857,2,13,0
-0.424361366,-0.724695287,-0.54103951,0.371776267,0.034445538,0.683259773,0.946700873,-0.759759512,-0.606222178,-0.828469679,2,14,0
-0.215954176,-0.611151995,-0.353281242,0.416914983,-0.043151476,0.914406581,0.936231425,-0.58244706,-0.508021742,-0.488801763,2,15,1
-0.186673143,-0.735997147,-0.62823097,0.387615367,0.285116343,0.634368558,1.097573905,-0.659239752,-0.627242146,-0.690650906,2,16,1
-0.350896917,-0.674873252,-0.61692314,0.25017785,-0.001773125,0.780402153,0.815926402,-0.717678495,-0.765336203,-0.719647834,2,17,0
-0.247924476,-0.601406705,-0.634518034,0.486312922,0.190469919,0.589318207,0.900860382,-0.62872236,-0.696225569,-0.69933191,2,18,0
-0.491327328,-0.685301147,-0.518520255,0.469427426,0.122201847,0.766415531,0.990955479,-0.57565718,-0.536207231,-0.614025036,2,19,1
-0.529727344,-0.540034199,-0.549029434,0.1794919,-0.106415281,0.80363673,0.970227273,-0.577673421,-0.670771876,-0.786012931,2,20,0
-0.629791431,-0.553618292,-0.780188115,0.136631622,-0.077569504,0.576152202,0.898979365,-0.677386041,-0.729051066,-0.75446354,2,21,0
-0.552825524,-0.75129417,-0.669498111,0.207618478,-0.229011599,0.547519941,0.720301463,-0.699530474,-0.598521727,-0.819189983,2,22,0
-0.284097012,-0.503943362,-0.586436756,0.437412057,0.091241708,0.717249465,1.066896361,-0.465449795,-0.609673029,-0.443274605,2,23,1
-0.400439035,-0.677723082,-0.488603674,0.421988641,0.06335736,0.712511998,0.909479433,-0.564432954,-0.627860702,-0.614917852,2,24,1
-0.507384717,-0.57994612,-0.752730354,0.137832278,0.06787867,0.518381894,0.942804496,-0.596161679,-0.64042229,-0.531639569,2,25,0
-0.340698963,-0.426809899,-0.727224201,0.267961251,0.089161575,0.482986192,0.804065439,-0.646573048,-0.721502972,-0.685016262,2,26,0
-0.478541005,-0.600267203,-0.615266687,0.27527146,-0.064089578,0.672398166,0.810314286,-0.572648234,-0.630579079,-0.747143633,2,27,0
-0.345117671,-0.531842473,-0.562276875,0.220864908,-0.03293308,0.732851021,0.881571896,-0.694844369,-0.575197113,-0.836524901,2,28,0
-0.382684996,-0.511163577,-0.560328849,0.421673809,-0.00686094,0.591276678,0.714537587,-0.560662393,-0.553623687,-0.901233964,2,29,0
-0.513602713,-0.491442469,-0.383006732,0.067296083,0.051887167,0.641543955,1.037038054,-0.548568504,-0.765829695,-0.515191378,2,30,1
-0.400869822,-0.610494345,-0.490928551,0.353691393,-0.187690961,0.7128149,0.867624679,-0.635695962,-0.665990995,-0.653670393,2,31,0
-0.525686776,-0.578937781,-0.587988292,0.235503273,-0.055205297,0.610692218,0.979179178,-0.545900465,-0.463238149,-0.697785347,2,32,0
-0.489687791,-0.714145158,-0.655103476,0.384411227,0.149702888,0.668882237,0.934107084,-0.625112623,-0.54038906,-0.531983626,2,33,1
-0.355028348,-0.769497307,-0.673894305,0.36002278,0.066396967,0.617954411,0.89170012,-0.757294743,-0.618050465,-0.842684237,2,34,0
-0.432755399,-0.638775951,-0.52540791,0.242189652,0.000609456,0.525871294,0.915589829,-0.670505248,-0.659442461,-0.65652181,2,35,0
-0.361951567,-0.616624972,-0.702463926,0.268695926,0.005839432,0.677343364,0.726912662,-0.54433443,-0.816006765,-0.789137321,2,36,0
-0.430374734,-0.640673206,-0.504176256,0.43042665,0.041086179,0.853015973,0.888210972,-0.617487126,-0.706796635,-0.501547923,2,37,1
-0.228888634,-0.628787663,-0.607596353,0.250775238,-0.013010608,0.452775487,0.848685199,-0.56388868,-0.805579724,-0.720292526,2,38,0
-0.377645963,-0.484954203,-0.55878932,0.317300116,-0.073969544,0.512495133,0.875806057,-0.710924309,-0.843593772,-0.669972954,2,39,0
-0.458839488,-0.510059872,-0.636438923,0.503887661,-0.178392708,0.410029907,1.115372065,-0.609305959,-0.777377164,-0.640802886,2,40,0
-0.386623777,-0.427069224,-0.55657053,0.199690363,0.112364979,0.745278895,0.985466778,-0.682226772,-0.645063254,-0.672042591,2,41,1
-0.422862151,-0.732305374,-0.725662211,0.197066849,0.067918738,0.509881732,0.902126665,-0.637515803,-0.688665738,-0.633237551,2,42,0
-0.437510716,-0.633438447,-0.487566314,0.397948119,0.18005484,0.696128263,1.040223076,-0.505998149,-0.466215757,-0.598521511,2,43,1
-0.446288043,-0.59575179,-0.507816192,0.226641094,0.053233457,0.616520326,0.932616238,-0.653925275,-0.620844572,-0.405090206,2,44,0
-0.406387401,-0.475936628,-0.589879883,0.442378544,0.060514098,0.65051093,1.078005408,-0.643028406,-0.686621735,-0.607539066,2,45,1
-0.380778195,-0.583060355,-0.713615798,0.314948006,-0.181364863,0.567092028,0.921142897,-0.865441024,-0.590860368,-0.673052375,2,46,0
-0.502144399,-0.515378198,-0.640788297,0.263915944,0.057338357,0.497973118,0.842318043,-0.65282128,-0.741610024,-0.676423359,2,47,0
-0.352140455,-0.617120729,-0.668051771,0.387930593,0.127807812,0.684225521,1.075130016,-0.340392589,-0.599606567,-0.658760872,2,48,1
-0.299393656,-0.518134682,-0.68892471,0.242466216,0.042673725,0.592200025,0.861982711,-0.512958443,-0.762630508,-0.770383239,2,49,0
-0.443320477,-0.868780743,-0.729072936,0.214160265,-0.067951237,0.711927775,0.745289764,-0.68356178,-0.723401506,-0.697603767,2,50,0
-0.301840552,-0.579260517,-0.616596777,0.447506193,0.008462436,0.642659896,1.030816343,-0.466721712,-0.590160743,-0.522081025,2,51,1
-0.298304238,-0.492475147,-0.467543656,0.216174751,0.057736104,0.553600108,0.890516927,-0.588802991,-0.493689812,-0.564272175,2,52,1
-0.205752871,-0.592606471,-0.746800828,0.185603358,0.0756997,0.635850486,0.798248864,-0.743571158,-0.702851499,-0.73296374,2,53,0
-0.301162937,-0.574993614,-0.796949286,0.407888891,0.129046249,0.744068467,1.024670578,-0.505877202,-0.638253194,-0.79183425,2,54,1
-0.435697142,-0.711334529,-0.75293978,0.145571586,-0.078879269,0.511335067,0.800420612,-0.593553677,-0.804794096,-0.70462715,2,55,0
-0.421006048,-0.696674017,-0.635670584,0.325969073,0.033051695,0.673399398,0.97199447,-0.331076221,-0.604500322,-0.632207422,2,56,1
-0.329547109,-0.713278318,-0.696940302,0.082624148,-0.071997158,0.54013998,0.744986776,-0.706709359,-0.638163042,-0.892301462,2,57,0
-0.429810174,-0.479762014,-0.443719603,0.484705633,0.151677726,0.768681066,1.043909345,-0.590073401,-0.50453681,-0.736978135,2,58,1
-0.251574635,-0.635596937,-0.589951056,0.307648717,-0.172824847,0.446095619,0.863322534,-0.531297643,-0.606893642,-0.786584609,2,59,0
-0.495061527,-0.718259271,-0.734135041,0.233327836,-0.073612577,0.628393985,0.8546224,-0.668991623,-0.681967631,-0.719790244,2,60,0
-0.322314792,-0.338103652,-0.457929257,0.302475537,0.078893834,0.59371471,1.087373408,-0.43042086,-0.728008443,-0.450293861,2,61,1
-0.548568225,-0.608892353,-0.706974852,0.269394914,0.100326369,0.544722455,0.928431872,-0.514502363,-0.564709011,-0.727304401,2,62,0
-0.430024329,-0.503842418,-0.536328392,0.14863534,-0.094930981,0.690452154,0.754972588,-0.615326699,-0.775864496,-0.386323489,2,63,0
-0.441382939,-0.657901226,-0.584221182,0.35760443,-0.091379155,0.516481267,0.77081216,-0.701814916,-0.695784837,-0.636753748,2,64,0
-0.453245944,-0.523821935,-0.527871272,0.231397749,-0.115941047,0.680662594,0.958354608,-0.580189948,-0.680184767,-0.65141215,2,65,0
-0.41379094,-0.648453237,-0.690069507,0.281907008,-0.042668788,0.571294709,0.760716944,-0.863323225,-0.683847555,-0.794759809,2,66,0
-0.402176392,-0.703058106,-0.622958858,0.282035102,0.169771804,0.582958607,0.860174819,-0.448667589,-0.523068963,-0.458355745,2,67,1
-0.294479684,-0.621008384,-0.631582205,0.358252095,0.009413784,0.673496346,0.898799926,-0.584956029,-0.653064088,-0.645284236,2,68,1
-0.363182729,-0.677938415,-0.691460436,0.277731586,-0.01799009,0.578104598,0.992759675,-0.621666167,-0.598740306,-0.731839699,2,69,0
-0.386224182,-0.67302893,-0.667729687,0.218459505,-0.014722558,0.636051304,0.945548459,-0.706955312,-0.702634093,-0.700586579,2,70,0
-0.500719586,-0.70257442,-0.596301089,0.297288215,0.084723835,0.764547587,0.992539367,-0.87494871,-0.710283295,-0.715199541,2,71,0
-0.300956972,-0.382684318,-0.541661716,0.212717986,0.094298659,0.591658854,0.885039445,-0.522314118,-0.559293565,-0.708068155,2,72,1
-0.503522516,-0.614285926,-0.653031755,0.177038833,-0.105441583,0.390957968,1.126852004,-0.675873637,-0.862293431,-0.74430773,2,73,0
-0.545729416,-0.601951784,-0.565767611,0.14331626,0.075635824,0.620168502,0.749951285,-0.577111505,-0.895460114,-0.557887034,2,74,0
-0.322868292,-0.531223812,-0.626753979,0.24728804,-0.088433163,0.636266948,0.863154101,-0.673256612,-0.774053655,-0.693124942,2,75,0
-0.556265737,-0.668436397,-0.813794156,0.32404452,-0.003166192,0.515299768,0.781546132,-0.629460902,-0.680839077,-0.651204848,2,76,0
-0.366331325,-0.586563831,-0.706553122,0.370922914,-0.042391162,0.599966968,1.008248063,-0.694357477,-0.686404909,-0.74728391,2,77,0
-0.518439302,-0.548013888,-0.74129821,0.348407714,0.144823821,0.554089954,0.913881185,-0.723142391,-0.689616319,-0.688468904,2,78,0
-0.520985266,-0.532487151,-0.812530874,0.117493304,0.243941313,0.600424619,0.79441902,-0.577319867,-0.705509634,-0.771800646,2,79,0
-0.346186758,-0.638448004,-0.514009622,0.212099619,0.015822903,0.65414441,0.74921715,-0.712602475,-0.554142001,-0.725354704,2,80,0
-0.444095346,-0.49284994,-0.61512658,0.23271597,-0.14496161,0.609107565,0.985003348,-0.726093612,-0.796250401,-0.682488299,2,81,0
-0.394903192,-0.492241753,-0.754115311,0.299067613,0.127390378,0.691334006,0.838353823,-0.357903742,-0.682327478,-0.53745937,2,82,1
-0.379532835,-0.746824175,-0.824963963,0.310682513,0.143851664,0.35360279,0.946333416,-0.589004706,-0.734183466,-0.578889264,2,83,0
-0.14652084,-0.521649866,-0.536343016,0.299346331,0.228051782,0.790510906,0.925943944,-0.687996468,-0.537022301,-0.474019158,2,84,1
-0.357190254,-0.474678104,-0.586674784,0.480689826,0.12949878,0.827973921,0.771638702,-0.372314158,-0.645058764,-0.521300805,2,85,1
-0.315997086,-0.584725404,-0.693508994,0.298997424,0.070259817,0.654719261,1.046767409,-0.454837333,-0.539447532,-0.463931708,2,86,1
-0.335003844,-0.508703674,-0.501817369,0.340884666,0.050564671,0.559260303,1.11640634,-0.432038501,-0.454198808,-0.717946296,2,87,1
-0.495746313,-0.794690182,-0.716251692,0.359864565,0.149915493,0.649712481,0.910857377,-0.727334446,-0.763391649,-0.513669215,2,88,0
-0.556620771,-0.558402941,-0.444669594,0.292944868,-0.062263142,0.467430242,0.925124058,-0.679780165,-0.463743272,-0.795707383,2,89,0
-0.124983003,-0.503546656,-0.563352453,0.319124997,0.138602004,0.692700196,1.001315691,-0.56296987,-0.467820388,-0.594004116,2,90,1
-1.904587711,-1.234687591,-1.063875884,0.346473017,-0.398037881,-0.005267852,-0.667004865,-1.216838783,0.110412122,-0.135688096,3,1,0
-1.866677333,-1.322026787,-1.183661052,0.258160071,-0.528096278,-0.006495251,-0.485393889,-1.323075023,0.11696821,-0.091883645,3,2,0
-1.798609591,-1.159271409,-1.26973615,0.38166332,-0.32568581,0.090231063,-0.554311982,-1.130905289,0.373449037,-0.0232565,3,3,1
-1.610388153,-1.363063746,-1.270691072,0.338788098,-0.535692914,-0.160991925,-0.640094275,-1.082780798,0.311661897,-0.236956259,3,4,0
-1.960351676,-1.297837425,-1.259829407,0.263542625,-0.44836969,0.016432805,-0.498573795,-1.307342079,0.163861642,-0.032923612,3,5,0
-1.882580169,-1.213482553,-1.378765478,0.403758276,-0.554925437,0.087486717,-0.632213979,-1.350547214,0.31223282,-0.151588581,3,6,0
-1.769572388,-1.257668888,-1.259069669,0.346783473,-0.3531945,-0.001752098,-0.67916668,-1.341030532,0.108069844,-0.022258777,3,7,0
-2.019623047,-1.145822683,-1.367815743,0.36226291,-0.404077901,-0.230859733,-0.581127444,-1.353844909,0.354795827,-0.152028241,3,8,0
-1.937024388,-1.191851613,-1.190056837,0.260699423,-0.296063687,-0.190517951,-0.614815276,-1.300538932,0.325995377,-0.131044155,3,9,0
-1.982634653,-1.121161107,-1.243981359,0.361004113,-0.343601874,0.111375681,-0.431390994,-1.144659393,0.214550835,0.120513305,3,10,1
-1.794786592,-1.079747307,-1.2903616,0.412290813,-0.36590962,0.090658255,-0.412078467,-1.325609522,0.451688521,0.184705855,3,11,1
-1.866894266,-1.340574815,-1.354047743,0.270843767,-0.186706309,-0.116484576,-0.487432304,-1.216847903,0.232642507,-0.011123815,3,12,0
-2.051824075,-1.203154453,-1.268605608,0.380724317,-0.471993076,-0.069172445,-0.610138049,-1.197346956,0.381627594,-0.047291024,3,13,0
-2.099641135,-1.151961615,-1.426855856,0.470912361,-0.342165624,0.057924857,-0.58447724,-1.137037604,0.196340915,-0.029114935,3,14,0
